x,y,cat
842.0,1265.88552,1
971.0,1091.597504,1
853.0,1020.259794,0
414.0,558.6299047,0
992.0,1420.302292,1
-97.0,-120.9138197,0
739.0,923.0656372,0
294.0,360.8988766,0
802.0,1214.559769,1
-57.0,-84.09696132,1
807.0,941.2864624,1
752.0,1123.781375,1
992.0,1277.126183,1
832.0,1225.787363,0
295.0,339.6406009,0
281.0,389.4253376,0
104.0,168.2366881,0
717.0,952.1976914,0
654.0,1049.46804,0
503.0,853.4288964,1
157.0,198.5464016,1
-31.0,279.86288,1
953.0,1382.981639,0
34.0,348.1500812,0
912.0,1320.80001,1
978.0,1397.646838,1
89.0,169.0496714,1
682.0,1067.130088,1
940.0,1084.401406,0
710.0,829.2593219,0
982.0,1410.0534,1
303.0,654.4754099,0
266.0,365.2321403,1
22.0,94.88648596,1
114.0,431.9207891,1
171.0,504.9453104,0
637.0,1019.640147,1
866.0,1020.170363,0
595.0,960.0622875,1
730.0,1116.599814,1
-64.0,211.7462662,0
387.0,727.0754006,1
816.0,1248.825224,0
324.0,487.0187646,0
704.0,1073.684629,0
46.0,358.0768244,0
413.0,762.5593819,0
539.0,645.4631491,0
118.0,432.0319104,0
328.0,661.7757085,1
517.0,899.3082943,1
240.0,558.8384149,1
43.0,88.5817856,0
420.0,557.1722529,1
-25.0,77.87660856,1
490.0,651.1697249,0
-25.0,274.5241512,0
419.0,451.6554203,0
750.0,1139.075869,1
455.0,597.6400274,1
52.0,363.0758188,0
430.0,791.7092173,1
677.0,880.5468345,0
115.0,162.5354876,0
193.0,533.6756589,1
905.0,1120.407494,1
13.0,305.8359619,1
-86.0,212.0675381,1
636.0,830.5692417,1
272.0,600.1599144,1
584.0,725.6836349,0
968.0,1202.196949,1
968.0,1119.564514,0
576.0,611.9871781,1
832.0,1247.766974,1
-45.0,250.3478045,0
741.0,883.23733,1
-85.0,195.1202962,1
97.0,428.8361854,1
366.0,738.101946,1
890.0,1083.259218,1
872.0,1281.896743,0
638.0,682.3709906,0
715.0,861.0542862,1
736.0,1131.823566,0
178.0,507.2468579,1
915.0,1333.465609,1
338.0,440.7959575,0
530.0,902.3214464,0
373.0,723.3675659,1
-80.0,-49.46335392,0
699.0,804.5659108,1
-91.0,214.4098851,0
921.0,1339.7599,1
134.0,235.074614,1
832.0,979.0192698,1
-4.0,302.0546879,1
970.0,1124.79962,0
503.0,595.839035,1
883.0,1072.182449,1
706.0,1075.640428,1
541.0,909.4185409,1
-27.0,290.2450284,0
469.0,818.1921367,0
754.0,921.4039437,0
959.0,1395.058197,0
594.0,730.4958539,0
391.0,756.1528516,1
829.0,1014.787484,1
247.0,577.4116864,0
891.0,1314.032427,1
288.0,441.1571754,1
567.0,632.9425927,1
543.0,918.5784753,1
87.0,418.3623688,1
426.0,786.2700295,1
480.0,562.945844,0
373.0,712.3881988,1
210.0,309.1704903,0
388.0,729.3097599,1
-72.0,215.4473109,1
963.0,1188.061044,0
607.0,988.0069926,0
842.0,1259.773432,1
43.0,97.89376731,0
671.0,846.3073504,1
328.0,388.0743297,0
896.0,1309.892579,1
813.0,1216.880464,0
374.0,726.089507,0
902.0,1303.326224,1
749.0,1133.566256,1
19.0,327.5987793,1
808.0,1205.712232,0
203.0,533.5638688,1
486.0,851.9415274,0
294.0,638.8613168,0
988.0,1412.427551,1
-79.0,-25.24993025,1
650.0,1034.737454,1
604.0,982.1406685,1
891.0,1303.735554,1
-80.0,-77.44209834,1
252.0,596.452558,1
-28.0,279.1194384,1
-99.0,197.1700937,1
644.0,819.3567286,0
612.0,992.9582704,1
-34.0,253.9627022,0
741.0,1137.213615,1
443.0,520.9538519,0
605.0,783.3356936,1
561.0,936.0682335,1
326.0,667.1771189,1
379.0,472.2994667,1
218.0,309.5731188,0
88.0,405.1412774,0
536.0,895.701784,0
617.0,1016.328764,0
563.0,938.0584895,0
542.0,901.87993,0
254.0,581.236522,0
98.0,141.2464427,0
150.0,264.8800565,1
85.0,402.9279249,0
294.0,379.389818,0
288.0,622.079181,0
513.0,891.751375,1
-96.0,-27.8099564,1
128.0,235.0862937,1
281.0,631.5388361,0
67.0,380.9005692,0
808.0,890.293965,1
615.0,1009.184937,1
745.0,941.9184557,0
289.0,368.8404826,0
276.0,428.6506618,1
669.0,769.1997906,0
791.0,1182.519861,1
293.0,411.3272881,1
654.0,1034.810188,0
539.0,691.3884569,1
637.0,1017.255505,0
641.0,710.4369215,1
604.0,769.0682379,1
459.0,826.3819591,0
615.0,753.2005674,0
49.0,60.12843959,0
304.0,387.762478,1
585.0,693.8792195,1
521.0,886.364591,1
760.0,1162.528935,1
317.0,673.1456902,0
895.0,1046.501204,0
654.0,785.8944777,1
111.0,166.6233847,0
559.0,925.8604674,0
369.0,418.1251486,0
-98.0,199.7546009,0
-21.0,277.3327059,0
-84.0,-52.73024855,0
674.0,1041.884393,1
257.0,303.6749492,0
779.0,1186.500651,0
307.0,424.6010346,1
591.0,700.2206091,1
956.0,1055.607878,0
644.0,1020.329406,0
47.0,353.1942904,0
880.0,982.1064969,0
130.0,180.6468476,0
530.0,885.4129018,0
588.0,970.4847627,1
734.0,1109.420282,0
929.0,1349.385667,0
272.0,625.348861,0
575.0,718.6762556,1
223.0,547.5633664,1
-33.0,60.71418216,1
549.0,915.8000066,0
487.0,854.5211664,1
686.0,1065.886187,0
906.0,1049.278587,1
380.0,573.9154689,0
715.0,1120.385788,1
459.0,576.0216387,0
968.0,1148.404716,0
363.0,465.5789013,0
-88.0,61.61097026,1
923.0,1052.213077,0
31.0,94.23049089,1
172.0,270.5111047,0
314.0,377.3164972,0
668.0,826.2719037,1
331.0,682.724757,0
-37.0,267.1664687,1
949.0,1371.244576,1
-25.0,274.5397187,1
513.0,876.1167969,0
-58.0,251.526455,1
954.0,1383.125568,1
198.0,529.7864113,1
478.0,532.2729746,0
863.0,1000.352843,0
688.0,1070.220151,1
40.0,357.883451,1
-6.0,78.25245572,0
859.0,1284.871758,1
608.0,798.141062,1
-83.0,-42.32959165,1
888.0,1048.220781,0
-25.0,264.2554561,0
405.0,769.6151842,1
702.0,895.8926013,0
636.0,790.3624197,0
539.0,919.7877385,0
565.0,931.5260075,1
654.0,766.7036148,0
871.0,1013.746804,0
380.0,506.3418386,0
855.0,1007.196222,0
-63.0,-1.822420926,1
679.0,829.6731884,1
667.0,1046.958189,0
185.0,290.7223912,1
660.0,1047.026989,1
361.0,701.2926387,0
194.0,256.442347,0
886.0,1306.529906,0
276.0,603.1259747,1
116.0,220.4908776,0
151.0,478.8330361,1
975.0,1399.24835,0
-42.0,-48.64126645,0
347.0,462.1667323,1
783.0,1174.490024,1
979.0,1427.010575,0
566.0,717.8923011,0
653.0,1031.91305,1
887.0,1042.972288,1
559.0,684.1210617,1
374.0,523.3534379,0
127.0,214.547356,0
663.0,1041.639413,0
410.0,547.8752053,0
153.0,493.8846051,0
576.0,628.4468519,1
832.0,994.2332068,0
439.0,793.8726766,0
420.0,471.0457486,0
-88.0,224.7329609,1
117.0,227.467559,1
382.0,703.4675325,1
395.0,543.6080741,1
883.0,1291.865179,1
687.0,1094.737917,1
-62.0,17.46586532,0
475.0,517.3182581,0
549.0,674.9520206,0
601.0,992.5533008,0
269.0,370.8885154,1
476.0,831.6002478,1
929.0,1370.613275,1
543.0,935.8030047,1
300.0,379.4816471,0
749.0,888.6885419,1
536.0,916.360883,0
543.0,627.2621989,1
636.0,745.2757435,0
120.0,203.963931,0
689.0,1071.139297,1
-81.0,214.6758251,0
669.0,1048.826222,1
927.0,1106.873064,1
260.0,584.7479935,1
454.0,807.621533,1
431.0,566.899823,1
665.0,789.7025755,1
641.0,1027.248488,1
-23.0,266.0839476,1
51.0,363.2623809,1
732.0,887.1342376,0
42.0,361.1506624,1
434.0,520.2632631,0
-69.0,224.4139452,0
644.0,1027.877096,0
518.0,650.2527163,0
337.0,676.8625868,0
733.0,1139.927563,0
287.0,402.7017029,1
132.0,435.7013355,1
487.0,624.4164533,1
798.0,1186.506076,0
368.0,736.002389,0
249.0,361.5215279,0
209.0,225.9115626,0
830.0,1239.243633,0
988.0,1402.182641,0
349.0,682.6631841,1
294.0,640.528162,0
473.0,829.7161115,0
833.0,941.7988642,1
-98.0,-60.45283043,0
226.0,317.8165795,0
821.0,1232.233443,1
419.0,504.6216269,0
48.0,377.7878041,1
709.0,882.6814713,0
-28.0,-43.2687807,0
755.0,895.6346573,0
-50.0,20.80000452,0
473.0,830.0437822,0
539.0,724.3259562,0
154.0,247.6848404,0
667.0,1055.92068,0
709.0,856.1170053,0
634.0,712.7927151,0
168.0,499.9247237,1
-52.0,246.170812,1
70.0,120.8322847,0
558.0,658.3863842,1
297.0,378.1784321,1
981.0,1407.788234,0
931.0,1330.485655,0
215.0,540.6892819,0
983.0,1156.914596,1
61.0,390.1816763,0
354.0,698.2459912,1
664.0,816.6717626,1
456.0,566.4544811,1
404.0,750.7921782,1
624.0,783.3322767,0
990.0,1418.331639,1
516.0,887.0103132,0
512.0,588.1787891,0
924.0,1363.181348,0
952.0,1122.265354,1
164.0,224.7132264,0
669.0,839.636852,1
375.0,551.3670234,0
735.0,924.1254223,0
601.0,972.7189722,1
809.0,983.4421108,0
718.0,807.1800607,0
673.0,785.0152982,0
833.0,948.7217086,1
59.0,71.14424654,1
712.0,863.3017395,0
-25.0,10.5541724,1
834.0,1244.840681,0
139.0,274.8882868,1
653.0,1047.569141,1
-39.0,251.6118293,1
-60.0,-20.12766259,0
662.0,794.4316965,0
42.0,52.64642224,0
474.0,837.2438975,1
911.0,1313.388959,0
72.0,193.9997156,0
522.0,628.9147538,0
474.0,596.3354647,1
945.0,1364.085832,0
366.0,455.6701995,1
182.0,515.2158846,0
137.0,441.9699164,1
587.0,964.5067027,0
70.0,146.6278979,1
101.0,407.8851063,1
26.0,341.4851253,0
172.0,270.9963654,0
864.0,1067.780799,1
364.0,479.9864309,1
694.0,853.2105278,0
274.0,615.1336468,1
835.0,1035.593622,0
431.0,796.798572,0
49.0,79.63669634,1
95.0,141.3491281,0
820.0,944.4843379,1
987.0,1159.221523,1
853.0,1056.646203,1
-1.0,84.14337844,1
931.0,1338.530645,0
656.0,789.1323377,0
-7.0,65.00009061,1
709.0,802.9177123,1
578.0,948.0846609,1
692.0,745.6136985,0
663.0,1053.99154,1
371.0,728.1608016,0
107.0,154.3620464,0
808.0,1210.364562,0
301.0,410.2162436,0
931.0,1373.273139,1
188.0,521.5540622,0
40.0,352.207301,0
797.0,889.0702068,0
17.0,322.447471,1
-49.0,255.3815212,1
925.0,1080.218797,0
455.0,611.748366,0
230.0,368.0553642,0
845.0,1244.331329,1
355.0,717.5748392,0
550.0,621.6027535,0
58.0,93.88009916,0
307.0,644.3700777,1
587.0,741.192351,0
115.0,425.1850164,0
886.0,1305.009503,0
567.0,961.9195173,0
976.0,1405.138316,0
-30.0,-60.35231439,1
880.0,1285.055282,0
309.0,647.4923787,0
138.0,467.1178448,0
970.0,1217.847598,0
722.0,1115.295528,1
110.0,158.6950469,1
48.0,367.5906765,0
923.0,1065.271993,1
-24.0,279.7780909,0
866.0,1258.970463,0
495.0,603.3207219,1
-43.0,286.0993083,1
820.0,1223.141453,0
881.0,1073.452804,1
23.0,324.6057066,1
281.0,318.8131681,1
-92.0,215.1564495,1
20.0,334.6208533,0
934.0,1073.080712,0
464.0,816.9984181,1
362.0,499.4313297,0
502.0,575.155311,0
433.0,787.3984879,0
816.0,1218.027225,0
79.0,398.922234,1
112.0,167.6231536,0
12.0,100.2361428,1
485.0,851.0777213,0
-71.0,243.7572849,0
997.0,1420.793056,1
709.0,1118.491772,1
876.0,1294.277317,0
400.0,767.3112885,0
527.0,617.9425867,1
857.0,995.2331194,1
217.0,300.5094378,0
187.0,498.1829241,0
-78.0,15.96978083,0
33.0,179.3484522,0
930.0,1357.186609,1
483.0,626.6641247,0
113.0,425.4025185,0
651.0,1035.013418,0
824.0,1225.646226,0
127.0,83.02417531,1
840.0,1244.664412,1
891.0,1312.91245,0
531.0,624.7040615,0
261.0,390.5667041,1
490.0,594.8375563,0
990.0,1411.892915,1
601.0,974.3058825,1
178.0,501.8342444,1
290.0,438.2384151,1
645.0,771.2646711,0
410.0,748.5285136,1
197.0,520.1009548,0
80.0,394.2360808,1
285.0,631.6578547,1
300.0,421.9928852,1
330.0,407.6444632,1
-13.0,294.7112637,1
570.0,676.2675182,1
638.0,738.76998,1
865.0,1033.27861,1
556.0,650.3772074,0
41.0,123.6476073,1
553.0,927.5714318,1
-43.0,-22.51863688,1
764.0,1174.597112,0
819.0,1225.721734,1
335.0,679.0643412,0
644.0,1037.897829,0
700.0,1087.325526,1
740.0,1127.121259,1
739.0,853.4555128,1
804.0,1201.767788,1
59.0,125.0389759,1
951.0,1118.256779,0
687.0,1060.407778,0
344.0,484.940693,1
158.0,490.9448923,0
471.0,589.6323627,1
511.0,877.4965494,0
878.0,1288.746211,1
860.0,1007.039694,1
-43.0,262.0252441,0
-97.0,177.1648405,1
443.0,535.5615508,0
530.0,900.2544916,0
466.0,472.1391148,0
579.0,668.3322584,1
856.0,1262.125007,0
990.0,1185.791111,0
-38.0,263.6237778,0
-40.0,257.7915649,0
78.0,117.8246681,0
408.0,734.6659334,1
887.0,1299.129814,0
933.0,1353.191868,1
748.0,896.1193394,1
296.0,641.3184763,0
814.0,1232.689746,0
552.0,669.2142869,1
184.0,500.3373851,1
-75.0,-52.62520829,0
-57.0,-13.81184511,0
602.0,986.3439876,1
72.0,383.8480946,0
993.0,1181.990806,1
604.0,988.3031301,0
257.0,620.9621978,1
321.0,661.0159672,0
285.0,329.142764,1
696.0,818.0121641,0
515.0,895.1712746,0
-69.0,-37.98717972,0
646.0,1026.903877,1
587.0,714.119502,0
24.0,334.8880701,1
817.0,1220.735074,1
990.0,1421.464324,0
826.0,1026.419873,1
-13.0,10.09402679,1
894.0,1309.27691,0
790.0,908.0340759,1
949.0,1102.973172,1
105.0,417.7569364,0
764.0,1166.130012,1
947.0,1165.085062,0
438.0,803.7526101,1
30.0,346.7391638,0
191.0,237.7362181,0
35.0,103.1301657,0
217.0,253.5266208,1
964.0,1392.342483,1
161.0,485.658077,0
-68.0,226.4495574,0
35.0,345.1783993,1
907.0,1082.156034,1
226.0,314.230646,0
492.0,608.9784735,0
880.0,1044.973504,1
530.0,896.6943029,1
424.0,769.4738513,0
468.0,813.7708442,1
875.0,991.0496249,0
308.0,366.0851526,0
21.0,63.83268182,1
576.0,768.9519019,1
616.0,755.9310457,0
769.0,1175.432499,0
357.0,481.0716225,1
578.0,781.5748409,0
750.0,906.5459543,0
315.0,648.3161333,0
395.0,754.7054532,1
971.0,1179.559428,0
36.0,331.3934459,0
582.0,657.9709991,1
225.0,326.5470779,1
88.0,186.6276129,0
20.0,143.1474346,0
-66.0,236.3206744,0
733.0,1125.542351,1
183.0,261.1213632,1
282.0,620.7831515,0
-10.0,34.88498453,0
48.0,72.86587684,0
757.0,906.8010704,1
380.0,484.12179,0
879.0,1299.837318,0
887.0,1320.630042,1
873.0,1282.587662,1
381.0,471.2127335,1
828.0,952.5607372,1
973.0,1393.435472,0
-13.0,295.8349285,0
483.0,840.4679779,0
903.0,1308.282185,1
140.0,473.8434893,1
490.0,862.3054236,0
566.0,939.5525033,1
-95.0,-7.540526676,0
978.0,1143.85085,1
-45.0,92.05026599,1
968.0,1401.067704,0
709.0,1094.384479,0
954.0,1085.269107,1
124.0,443.9366663,1
208.0,551.2107669,0
408.0,765.6719378,1
582.0,949.9606862,1
668.0,819.429706,1
-24.0,275.9878301,1
717.0,900.8946759,0
156.0,480.4712464,0
307.0,660.7130919,1
346.0,700.1653115,0
717.0,1111.107945,1
731.0,1108.783197,1
163.0,479.5361554,0
608.0,741.464171,1
567.0,652.5940325,0
261.0,338.0941338,1
6.0,321.3542994,0
525.0,885.8963607,1
181.0,506.8685462,1
477.0,595.5255163,1
985.0,1179.007179,1
495.0,657.1281592,0
266.0,329.9671477,1
342.0,474.2554648,1
898.0,1082.855646,0
-32.0,267.8937314,1
408.0,529.4826988,0
910.0,1123.69396,0
438.0,796.6285426,1
979.0,1169.971802,1
83.0,400.0889109,0
971.0,1378.485737,1
250.0,606.893229,1
242.0,575.5822777,1
644.0,788.8893461,1
342.0,440.1204766,1
431.0,581.9447544,0
603.0,982.1364627,0
-61.0,242.9583484,1
895.0,1299.283517,0
885.0,1303.314281,1
874.0,1073.233465,1
92.0,125.6765993,0
851.0,1267.8992,1
613.0,751.6221007,0
-41.0,16.14603484,1
320.0,663.9868924,0
735.0,882.4488833,0
797.0,939.4011622,0
896.0,988.1486977,0
756.0,1166.202215,1
700.0,792.8708536,1
325.0,473.7995997,1
307.0,349.3045124,1
930.0,1064.254645,0
224.0,543.5834308,0
140.0,463.7709388,0
85.0,190.8264318,0
872.0,1287.161067,1
572.0,966.5969019,1
176.0,221.793314,1
215.0,293.2521194,0
405.0,785.8602661,0
662.0,1055.969156,0
-85.0,-73.35870861,1
38.0,59.78469297,1
363.0,714.7182052,0
293.0,651.9412954,1
-33.0,284.6089078,0
123.0,452.5967939,0
864.0,1284.320185,1
636.0,728.9025348,0
205.0,234.4984453,0
321.0,425.3463626,0
212.0,336.7867533,1
161.0,492.0610652,0
873.0,1061.410976,1
276.0,317.2695058,1
162.0,500.5168274,0
921.0,1102.594961,1
415.0,759.1980788,0
174.0,487.4903862,1
-95.0,199.7124056,1
44.0,117.5523859,1
830.0,1055.251718,1
983.0,1416.338928,1
395.0,465.9315075,0
421.0,629.1904393,0
9.0,38.72694936,0
639.0,832.1128884,0
726.0,1101.877382,0
37.0,351.5284868,0
398.0,755.1907934,0
863.0,1059.179417,1
652.0,1032.161122,1
143.0,292.3756822,1
666.0,1055.333578,1
626.0,733.3514152,0
-35.0,277.0664637,1
730.0,910.7043383,1
961.0,1411.642606,1
139.0,195.8323494,1
359.0,696.1192641,0
45.0,344.1459757,1
77.0,139.5993689,0
-66.0,232.590792,1
703.0,1110.0584,1
654.0,1040.800734,0
343.0,684.880748,0
165.0,330.3041533,1
836.0,1014.718832,0
915.0,1343.160589,1
14.0,39.86664124,0
574.0,664.6719831,0
279.0,382.0295873,0
647.0,797.8744774,1
-95.0,-54.80355855,1
739.0,894.7911416,1
5.0,86.81321027,1
497.0,576.3346073,0
767.0,931.6614561,0
206.0,281.9693531,1
979.0,1079.874984,1
162.0,182.4808615,0
828.0,1221.334293,1
755.0,1164.190209,0
184.0,176.0542124,1
297.0,631.9229376,1
483.0,835.7115099,1
986.0,1416.359586,0
998.0,1173.646334,1
867.0,1051.985855,0
643.0,1024.458133,1
891.0,1314.531746,0
-87.0,210.9808208,0
-69.0,234.8411097,1
166.0,498.3012552,0
801.0,958.0185691,0
263.0,599.8195938,0
30.0,337.0651744,0
706.0,879.7999512,0
273.0,333.6180084,1
424.0,779.1842349,1
713.0,891.5118971,1
548.0,922.1990671,0
375.0,745.2274018,0
946.0,1095.977895,0
770.0,877.0026123,1
712.0,839.2428471,1
518.0,644.6090261,1
445.0,810.0759163,1
177.0,499.2857237,1
-66.0,-51.6259246,1
464.0,573.5673276,1
454.0,581.0285569,1
51.0,81.09973544,1
720.0,870.7992618,1
876.0,1112.537042,1
808.0,943.5727121,1
233.0,295.5104574,0
85.0,418.4903681,0
124.0,188.6054672,0
263.0,386.1786161,0
690.0,1077.08765,0
859.0,1263.992134,0
493.0,848.2972177,1
776.0,927.2375208,1
674.0,820.7621335,1
873.0,1286.037977,1
-51.0,-32.10674278,1
18.0,332.3374059,1
819.0,1236.900966,0
656.0,775.4851567,1
462.0,818.5249306,0
325.0,651.1770628,0
352.0,700.0958285,0
-28.0,276.0845178,1
221.0,573.9803241,0
96.0,411.6390301,0
780.0,899.6318861,0
-28.0,277.4961979,0
558.0,938.6084528,1
780.0,881.2230076,0
371.0,514.8690705,0
730.0,1120.130423,1
305.0,641.4883058,1
496.0,628.4301598,0
614.0,1000.22592,0
-10.0,299.3201774,0
-25.0,288.3344617,0
282.0,617.6169461,0
527.0,621.910001,0
-57.0,236.0868758,0
525.0,677.0668886,1
862.0,1068.883446,1
639.0,820.1797869,0
-96.0,-40.48496845,1
254.0,372.6453756,0
165.0,200.0435745,0
889.0,1285.329841,0
455.0,809.5955049,0
809.0,932.518398,1
168.0,247.6433212,0
-89.0,202.6505759,1
459.0,832.8133047,0
1.0,316.8442238,1
976.0,1395.469068,0
420.0,530.834067,0
706.0,833.1022246,0
509.0,876.3696009,1
327.0,416.2847017,1
903.0,1300.584069,0
286.0,634.2230814,0
506.0,873.8031712,1
168.0,285.6041975,1
926.0,1349.560452,0
107.0,435.0428358,1
909.0,1306.310947,0
175.0,305.7850331,1
234.0,568.4772155,1
133.0,219.6087451,1
360.0,713.5358454,0
612.0,794.4606882,0
793.0,1189.911027,1
863.0,1023.595822,0
137.0,451.3657072,1
411.0,492.2568654,0
273.0,374.9886194,1
673.0,1047.707748,1
-58.0,-8.96016719,1
12.0,77.05359103,1
103.0,414.5781426,0
562.0,947.1481614,0
903.0,1070.20578,0
-38.0,276.6406961,1
655.0,1032.106176,0
497.0,873.0417394,0
704.0,1093.468005,0
22.0,86.14361546,1
557.0,667.0541002,1
163.0,481.9087524,0
255.0,401.8294415,0
839.0,981.7648333,0
420.0,561.6616815,1
686.0,821.0952774,1
781.0,949.1375606,0
497.0,661.906171,0
-4.0,304.359041,0
364.0,487.9959499,1
-23.0,284.3959762,0
-34.0,266.5356352,0
677.0,1072.668613,1
281.0,353.7557655,0
423.0,783.5998058,0
924.0,1091.51184,0
633.0,1031.045516,1
90.0,152.0269721,0
672.0,1058.65126,0
961.0,1091.410474,0
294.0,644.9975463,0
648.0,801.3256452,1
-21.0,289.1264851,0
911.0,1318.465726,0
220.0,555.7062735,1
990.0,1410.137876,0
132.0,209.6074306,1
999.0,1434.585848,1
-87.0,202.2324429,0
902.0,1075.7394,0
704.0,774.0878321,0
380.0,419.2675426,1
-15.0,289.586344,0
204.0,286.4475598,0
650.0,1036.734236,0
695.0,1097.244226,0
368.0,718.0447014,1
993.0,1428.362162,1
859.0,1074.529044,0
44.0,361.4367475,0
-70.0,-28.06831733,0
-42.0,241.9336591,1
70.0,185.6557763,0
724.0,956.5910631,1
396.0,526.9157732,0
-32.0,0.28121833,1
-10.0,57.13884482,0
67.0,23.30628152,1
524.0,584.4693248,1
785.0,1187.201444,0
-30.0,279.2154891,0
442.0,787.3659349,1
102.0,125.8585401,0
189.0,517.9126328,0
-81.0,205.015886,0
634.0,719.2270815,0
-7.0,293.9868016,1
751.0,1156.365004,0
573.0,954.252492,1
368.0,731.4780041,0
659.0,1034.560025,1
356.0,407.323517,1
853.0,1043.180934,1
-64.0,245.4593636,0
-81.0,222.9264234,0
617.0,753.0843948,1
688.0,1072.895732,0
572.0,634.3617241,1
965.0,1389.637082,0
328.0,385.9290383,1
46.0,145.8251867,1
949.0,1374.929853,0
856.0,1268.331903,1
-39.0,256.9010373,1
202.0,235.4374358,1
978.0,1402.506934,1
482.0,847.7663021,1
-57.0,236.8859248,1
635.0,1011.2622,1
407.0,524.2526231,0
665.0,825.5073892,0
711.0,824.1262986,0
282.0,342.5252796,0
473.0,836.6801821,1
292.0,623.6862184,0
-81.0,223.2040819,0
392.0,511.5212206,1
976.0,1396.121874,0
316.0,426.1897041,1
378.0,430.2589731,0
306.0,654.8462768,0
5.0,296.4916473,1
655.0,1042.367063,0
786.0,934.6160387,1
580.0,744.6103087,1
464.0,490.3731262,0
229.0,545.8983469,0
467.0,820.2913692,1
-3.0,303.861964,0
722.0,938.7387929,0
613.0,989.6801937,0
950.0,1358.172444,0
391.0,760.2651717,1
711.0,784.9913896,0
449.0,813.8152528,0
222.0,534.8188838,1
485.0,625.5278713,1
631.0,720.8397038,0
109.0,431.4620709,0
620.0,1021.542513,0
952.0,1370.344164,0
20.0,57.37998915,1
-62.0,22.32308153,1
888.0,1302.510631,1
16.0,326.6594131,0
424.0,775.3417234,1
-26.0,61.74658969,1
867.0,1029.018321,1
445.0,806.4223553,0
587.0,973.8954627,1
-98.0,-60.86302885,0
813.0,1226.187856,1
773.0,1159.384243,1
184.0,513.4568095,0
637.0,1031.126396,1
688.0,786.6525661,1
797.0,1020.235158,0
247.0,342.7928255,0
223.0,383.1718957,0
712.0,869.8906037,0
191.0,501.1262266,0
907.0,1307.411895,1
284.0,411.4059228,1
826.0,1231.098249,1
15.0,58.4108195,1
43.0,112.2896612,1
-29.0,261.0936754,1
812.0,1013.260092,0
286.0,317.4010354,0
90.0,81.78650758,1
864.0,1272.023756,1
987.0,1232.977683,1
755.0,795.0020672,0
548.0,925.986965,0
211.0,297.1250572,0
494.0,536.8619842,0
216.0,554.1454765,0
917.0,1065.013403,0
991.0,1177.985706,1
369.0,519.3393177,1
722.0,861.1782454,0
81.0,389.6786476,0
748.0,1140.247373,1
-75.0,-22.59599293,1
686.0,1070.132731,0
105.0,198.6136761,1
59.0,176.9018406,1
405.0,572.6605755,1
153.0,181.9934267,1
151.0,481.9114487,1
952.0,1367.631936,0
47.0,349.6300252,1
-84.0,224.1047129,1
839.0,1236.693399,0
312.0,384.1403846,1
-68.0,230.1294106,0
603.0,987.9904752,0
108.0,431.0760265,0
832.0,1246.059118,1
-15.0,58.90477888,1
860.0,1282.196231,0
583.0,963.2436637,1
816.0,982.7603328,0
-37.0,16.13834878,0
797.0,923.8465637,0
494.0,852.3620388,1
384.0,439.6150756,1
112.0,178.4390586,1
926.0,1101.391525,0
984.0,1157.139052,0
938.0,1335.583155,0
648.0,772.8370256,0
705.0,824.2448865,0
456.0,815.8131669,1
167.0,257.5574123,1
188.0,493.3260326,0
656.0,1027.642784,1
142.0,196.4259092,1
-93.0,-71.80612668,0
880.0,990.6521046,0
347.0,435.0774785,1
890.0,1316.765669,0
823.0,1031.490209,1
62.0,367.7890468,0
197.0,271.237233,1
398.0,747.4175501,1
922.0,1320.2549,0
698.0,1069.30758,0
721.0,1111.020394,1
603.0,774.0857936,1
313.0,458.4836498,1
309.0,637.3541325,1
183.0,494.3323552,0
411.0,473.5969352,1
856.0,1026.124988,0
66.0,383.2432164,0
463.0,628.9835079,0
363.0,701.7635913,0
694.0,822.82882,0
270.0,628.6717533,0
-48.0,5.306951757,1
860.0,1071.515221,0
436.0,552.2188263,0
752.0,903.3639272,0
444.0,794.5494176,1
28.0,343.033916,0
81.0,409.1523418,0
-26.0,51.4554753,0
783.0,1185.187976,1
600.0,968.5319055,1
204.0,265.7551635,0
32.0,340.2532314,1
876.0,1014.978267,0
658.0,780.3821818,0
683.0,808.5622709,0
100.0,432.7721941,1
-43.0,248.8957999,1
362.0,725.3156043,1
-30.0,15.22787546,0
152.0,234.4091433,0
927.0,1344.368409,1
485.0,629.1642474,1
438.0,795.0427858,0
695.0,1082.772473,1
602.0,743.1310289,0
200.0,533.034407,1
782.0,945.9493002,0
695.0,1095.953964,1
413.0,517.6138803,1
655.0,1049.369506,1
804.0,1211.293127,0
499.0,864.7207497,0
830.0,967.8555012,0
382.0,597.5102799,0
828.0,1226.026836,0
152.0,477.9248584,1
513.0,880.3648672,0
126.0,444.8384576,1
962.0,1133.545512,0
281.0,631.8487305,0
778.0,905.6893189,1
596.0,983.426349,1
586.0,675.198294,1
655.0,722.7010074,1
530.0,690.3581658,1
250.0,586.3533164,1
982.0,1401.931633,1
997.0,1129.995385,0
691.0,772.5363493,0
635.0,1011.675042,1
350.0,700.2786989,0
870.0,1284.941775,0
371.0,475.2920888,0
89.0,401.0410803,1
238.0,298.1895397,0
850.0,1038.071631,0
754.0,1148.577538,0
-22.0,285.3947674,1
559.0,728.219439,0
642.0,769.4026876,0
362.0,703.21764,1
-94.0,-110.8582305,0
615.0,744.8602564,0
848.0,1054.027528,0
493.0,868.8153884,0
140.0,453.4261258,1
956.0,1388.869073,0
